# time  x_neck  R_neck  R_neck_flat  h22_neck  alpha_neck  rate_neck  M_MS_neck  phi_neck  x_hl  R_hl  alpha_hl  M_hl  x_hk  R_hk  alpha_hk  M_hk
3.0400000000e+02  4.9500000000e+01  1.5527105563e+01  1.0674297106e+01  2.0810597206e+00  1.4971450100e-02  4.4127556930e-02  1.1405099742e+01  -7.5963703986e-01  4.8863282675e+01  1.5556875025e+01  1.4924051607e-02  7.5867839532e+00  5.1893072017e+01  1.6192660919e+01  1.3979535091e-02  -5.6105873506e+00
3.0600000000e+02  4.9500000000e+01  1.5556460167e+01  1.0691599334e+01  2.0728794216e+00  1.4841548584e-02  3.1338939165e-02  9.2860508414e+00  -7.6507450329e-01  4.9159038722e+01  1.5576565194e+01  1.4806997482e-02  7.6828262299e+00  5.2143564956e+01  1.6192363662e+01  1.3906393967e-02  -1.9070218021e+00
3.0800000000e+02  5.0500000000e+01  1.5577588382e+01  1.0689213083e+01  2.1125878872e+00  1.4719695760e-02  7.8276205592e-02  1.6166548654e+01  -7.4940637566e-01  4.9519915505e+01  1.5589899941e+01  1.4695772058e-02  7.7532544055e+00  5.2433108930e+01  1.6179447122e+01  1.3851342583e-02  6.0658065560e+00
3.1000000000e+02  5.0500000000e+01  1.5593863577e+01  1.0685703443e+01  2.1041727736e+00  1.4601423092e-02  5.6787177782e-02  1.3384821780e+01  -7.5595961985e-01  4.9690510949e+01  1.5620637451e+01  1.4553243025e-02  7.6112803567e+00  5.2681199813e+01  1.6223890216e+01  1.3709964340e-02  -2.4351331413e+00
3.1200000000e+02  5.0500000000e+01  1.5617659721e+01  1.0694849661e+01  2.0957935216e+00  1.4481444384e-02  4.0629534094e-02  1.0945614454e+01  -7.6181511659e-01  4.9921396715e+01  1.5645589462e+01  1.4433372580e-02  7.6403402575e+00  5.2908790435e+01  1.6242042538e+01  1.3604267901e-02  -5.4084683682e+00
3.1400000000e+02  5.0500000000e+01  1.5647004055e+01  1.0714177493e+01  2.0874026204e+00  1.4376611192e-02  2.8652557102e-02  8.9146462062e+00  -7.6706900662e-01  5.0238910034e+01  1.5662536441e+01  1.4350882923e-02  7.7503101335e+00  5.3168667489e+01  1.6245031585e+01  1.3534484824e-02  -1.1646618225e+00
3.1600000000e+02  5.1500000000e+01  1.5663569758e+01  1.0705155530e+01  2.1264189235e+00  1.4313555597e-02  7.2824648635e-02  1.5577451379e+01  -7.5195876006e-01  5.0553937501e+01  1.5679445336e+01  1.4292479660e-02  7.7398451466e+00  5.3464220612e+01  1.6232267699e+01  1.3510963708e-02  7.0433370008e+00
3.1800000000e+02  5.1500000000e+01  1.5680976949e+01  1.0704962153e+01  2.1179137972e+00  1.4269199559e-02  5.2588711989e-02  1.2867213386e+01  -7.5823809307e-01  5.0735072623e+01  1.5708171488e+01  1.4229303086e-02  7.6435388105e+00  5.3697305592e+01  1.6276100223e+01  1.3432597140e-02  -3.0356718663e+00
3.2000000000e+02  5.1500000000e+01  1.5705318538e+01  1.0716311828e+01  2.1095506266e+00  1.4221771565e-02  3.7451313975e-02  1.0524118086e+01  -7.6383246957e-01  5.0980310138e+01  1.5730978592e+01  1.4180361438e-02  7.6969090017e+00  5.3926345798e+01  1.6293875221e+01  1.3401596701e-02  -5.0982507205e+00
3.2200000000e+02  5.1500000000e+01  1.5734693606e+01  1.0732916101e+01  2.1012961246e+00  1.4164823015e-02  2.6256727690e-02  8.5958453733e+00  -7.6884834711e-01  5.1315976492e+01  1.5745655717e+01  1.4145901253e-02  7.8159489497e+00  5.4190163202e+01  1.6298885449e+01  1.3391150680e-02  -4.4386003168e-01
3.2400000000e+02  5.2500000000e+01  1.5747949729e+01  1.0721218264e+01  2.1403101864e+00  1.4135893426e-02  6.8326517483e-02  1.5058420995e+01  -7.5414664696e-01  5.1584692619e+01  1.5765979981e+01  1.4103397086e-02  7.7420878359e+00  5.4483919681e+01  1.6285816875e+01  1.3402550094e-02  7.6698682143e+00
3.2600000000e+02  5.2500000000e+01  1.5766169124e+01  1.0722877393e+01  2.1321245907e+00  1.4097028814e-02  4.9187473489e-02  1.2440647967e+01  -7.6014924912e-01  5.1774323426e+01  1.5792976799e+01  1.4052941738e-02  7.6805852696e+00  5.4701239834e+01  1.6325755654e+01  1.3336544661e-02  -3.0012782761e+00
3.2800000000e+02  5.2500000000e+01  1.5790642470e+01  1.0735307860e+01  2.1239997636e+00  1.4057320691e-02  3.4783372840e-02  1.0186618454e+01  -7.6551453700e-01  5.2032386457e+01  1.5813873492e+01  1.4020641729e-02  7.7516524496e+00  5.4927525457e+01  1.6342959100e+01  1.3301889842e-02  -4.6560621151e+00
3.3000000000e+02  5.2500000000e+01  1.5819666122e+01  1.0745385806e+01  2.1158952875e+00  1.4018957736e-02  2.4067561527e-02  8.3409907320e+00  -7.7033410661e-01  5.2385578832e+01  1.5826429117e+01  1.4008247655e-02  7.8778505156e+00  5.5187721606e+01  1.6347805894e+01  1.3292753334e-02  -1.7028072561e-01
3.3200000000e+02  5.3500000000e+01  1.5830534708e+01  1.0736139746e+01  2.1549191966e+00  1.4005654395e-02  6.4648774239e-02  1.4586275094e+01  -7.5595078324e-01  5.2612581822e+01  1.5849535351e+01  1.3977985468e-02  7.7529684656e+00  5.5472174285e+01  1.6333666819e+01  1.3318088698e-02  7.3785266899e+00
3.3400000000e+02  5.3500000000e+01  1.5849043691e+01  1.0739302573e+01  2.1468804103e+00  1.3976065940e-02  4.6360616115e-02  1.2083066898e+01  -7.6171662727e-01  5.2808961352e+01  1.5874949895e+01  1.3933469313e-02  7.7181905322e+00  5.5684813167e+01  1.6366344615e+01  1.3278702041e-02  -2.1287942215e+00
3.3600000000e+02  5.3500000000e+01  1.5873354084e+01  1.0752395417e+01  2.1389377525e+00  1.3924019760e-02  3.2644890710e-02  9.9403543294e+00  -7.6688351462e-01  5.3074646935e+01  1.5894367803e+01  1.3886902656e-02  7.8021329077e+00  5.5910774561e+01  1.6387980193e+01  1.3242616985e-02  -4.2080091436e+00
3.3800000000e+02  5.4500000000e+01  1.5900191256e+01  1.0757674943e+01  2.1781894601e+00  1.3867280087e-02  8.5484301630e-02  1.6958767350e+01  -7.5113996116e-01  5.3436239374e+01  1.5905616182e+01  1.3847173255e-02  7.9328622932e+00  5.6170900788e+01  1.6397131901e+01  1.3211193536e-02  -2.3101220921e-01
3.4000000000e+02  5.4500000000e+01  1.5911339059e+01  1.0749946802e+01  2.1701886946e+00  1.3818642367e-02  6.2286649430e-02  1.4314970850e+01  -7.5741518799e-01  5.3630975618e+01  1.5930601642e+01  1.3780972962e-02  7.7746846397e+00  5.6451237619e+01  1.6385421720e+01  1.3199891633e-02  6.8502361535e+00
3.4200000000e+02  5.4500000000e+01  1.5929848091e+01  1.0754133668e+01  2.1622350464e+00  1.3761782234e-02  4.4599607397e-02  1.1896513201e+01  -7.6302697948e-01  5.3830829062e+01  1.5954906477e+01  1.3717869630e-02  7.7560070177e+00  5.6666956401e+01  1.6413011711e+01  1.3132521680e-02  -1.2798451934e+00
3.4400000000e+02  5.4500000000e+01  1.5953857844e+01  1.0767962549e+01  2.1542869497e+00  1.3700924841e-02  3.1306837963e-02  9.8130681046e+00  -7.6806602108e-01  5.4101513815e+01  1.5973298017e+01  1.3667537688e-02  7.8481952624e+00  5.6893092838e+01  1.6438185501e+01  1.3070813241e-02  -3.9299446009e+00
3.4600000000e+02  5.5500000000e+01  1.5979045203e+01  1.0770571862e+01  2.1933181671e+00  1.3644077485e-02  8.3338921744e-02  1.6741414392e+01  -7.5258609328e-01  5.4469488422e+01  1.5983636695e+01  1.3629021092e-02  7.9821926101e+00  5.7151064369e+01  1.6449388430e+01  1.3031677500e-02  -4.3960386217e-01
3.4800000000e+02  5.5500000000e+01  1.5990398903e+01  1.0764340501e+01  2.1852732742e+00  1.3592471373e-02  6.0639337271e-02  1.4152737831e+01  -7.5870385289e-01  5.4643294590e+01  1.6009602624e+01  1.3554838634e-02  7.8018647203e+00  5.7425351356e+01  1.6438861556e+01  1.3019041277e-02  6.2089791930e+00
3.5000000000e+02  5.5500000000e+01  1.6008748062e+01  1.0769379017e+01  2.1773080121e+00  1.3517790961e-02  4.3328024009e-02  1.1782718018e+01  -7.6418254264e-01  5.4845723876e+01  1.6032989260e+01  1.3471372787e-02  7.7929036226e+00  5.7644570269e+01  1.6459791976e+01  1.2953517763e-02  -2.5536859277e-01
3.5200000000e+02  5.5500000000e+01  1.6032311962e+01  1.0783567838e+01  2.1693622796e+00  1.3421070806e-02  3.0307255226e-02  9.7381286047e+00  -7.6911635551e-01  5.5120150882e+01  1.6050522352e+01  1.3385906092e-02  7.8906009614e+00  5.7868470343e+01  1.6487360149e+01  1.2864661429e-02  -3.6628503947e+00
3.5400000000e+02  5.6500000000e+01  1.6056180346e+01  1.0784259832e+01  2.2081155156e+00  1.3330138812e-02  8.1754881788e-02  1.6584142738e+01  -7.5387894962e-01  5.5493947196e+01  1.6060037281e+01  1.3305546921e-02  8.0280807569e+00  5.8123578676e+01  1.6500482400e+01  1.2782989474e-02  -7.8563640842e-01
3.5600000000e+02  5.6500000000e+01  1.6067342491e+01  1.0779082603e+01  2.1999574602e+00  1.3230384711e-02  5.9300927228e-02  1.4033175467e+01  -7.5990462861e-01  5.5653255667e+01  1.6086395950e+01  1.3186458728e-02  7.8293501265e+00  5.8393774946e+01  1.6491415821e+01  1.2720649516e-02  5.4428173302e+00
3.5800000000e+02  5.6500000000e+01  1.6085258396e+01  1.0784994442e+01  2.1917940103e+00  1.3116569768e-02  4.2165779054e-02  1.1684213457e+01  -7.6531441590e-01  5.5859838782e+01  1.6108759474e+01  1.3069617156e-02  7.8284615815e+00  5.8620361277e+01  1.6505104381e+01  1.2621079406e-02  8.8048569603e-01
3.6000000000e+02  5.6500000000e+01  1.6108240672e+01  1.0799935821e+01  2.1835928751e+00  1.2994762225e-02  2.9299454716e-02  9.6539183507e+00  -7.7019113829e-01  5.6141138964e+01  1.6125205433e+01  1.2962353180e-02  7.9329199182e+00  5.8843686371e+01  1.6534642175e+01  1.2499218541e-02  -3.4278269016e+00
3.6200000000e+02  5.7500000000e+01  1.6130369603e+01  1.0799311075e+01  2.2215910924e+00  1.2893944923e-02  7.9861870088e-02  1.6409645676e+01  -7.5524418478e-01  5.6507879080e+01  1.6134911887e+01  1.2868983751e-02  8.0467550907e+00  5.9098561205e+01  1.6549498235e+01  1.2400121957e-02  -1.1026669934e+00
3.6400000000e+02  5.7500000000e+01  1.6141359706e+01  1.0795267803e+01  2.2132040891e+00  1.2792639861e-02  5.7638758114e-02  1.3876978146e+01  -7.6119075554e-01  5.6666645220e+01  1.6160512971e+01  1.2749029017e-02  7.8540816331e+00  5.9368711635e+01  1.6542199956e+01  1.2334155230e-02  4.8604831115e+00
3.6600000000e+02  5.7500000000e+01  1.6158956557e+01  1.0801845654e+01  2.2049006712e+00  1.2685502229e-02  4.0744821242e-02  1.1544110742e+01  -7.6652385868e-01  5.6879029024e+01  1.6181746564e+01  1.2638867658e-02  7.8642506257e+00  5.9602807139e+01  1.6551080538e+01  1.2251029163e-02  1.7603895416e+00
3.6800000000e+02  5.7500000000e+01  1.6181489777e+01  1.0816981254e+01  2.1966606565e+00  1.2574438596e-02  2.8109422770e-02  9.5323650266e+00  -7.7132769312e-01  5.7169336879e+01  1.6196983905e+01  1.2543421605e-02  7.9767870762e+00  5.9826773912e+01  1.6582216143e+01  1.2142328371e-02  -3.2194013485e+00
3.7000000000e+02  5.8500000000e+01  1.6201614913e+01  1.0813330367e+01  2.2343067529e+00  1.2493578364e-02  7.7527746376e-02  1.6192804873e+01  -7.5668834922e-01  5.7520587442e+01  1.6207520383e+01  1.2460994978e-02  8.0511227844e+00  6.0083657780e+01  1.6598831356e+01  1.2052247290e-02  -1.2381921564e+00
3.7200000000e+02  5.8500000000e+01  1.6212658558e+01  1.0809508038e+01  2.2261174545e+00  1.2398683746e-02  5.5670746955e-02  1.3681490552e+01  -7.6254145383e-01  5.7683746294e+01  1.6232048119e+01  1.2352665585e-02  7.8772088574e+00  6.0357551668e+01  1.6593469636e+01  1.1985608348e-02  4.6360639026e+00
3.7400000000e+02  5.8500000000e+01  1.6230137762e+01  1.0815871089e+01  2.2180718284e+00  1.2293649372e-02  3.9113377178e-02  1.1368365188e+01  -7.6779343327e-01  5.7903368030e+01  1.6252161287e+01  1.2249623946e-02  7.9017997973e+00  6.0599384090e+01  1.6602436340e+01  1.1897820715e-02  1.9930344429e+00
3.7600000000e+02  5.8500000000e+01  1.6252421922e+01  1.0830300971e+01  2.2101721150e+00  1.2184977766e-02  2.6764927879e-02  9.3750036262e+00  -7.7252834019e-01  5.8205683770e+01  1.6266141639e+01  1.2158919320e-02  8.0238422310e+00  6.0831444613e+01  1.6636129284e+01  1.1786408152e-02  -3.1300071122e+00
3.7800000000e+02  5.9500000000e+01  1.6270235886e+01  1.0820164238e+01  2.2483057391e+00  1.2117782705e-02  7.4493110675e-02  1.5928215218e+01  -7.5828359587e-01  5.8537444976e+01  1.6277941385e+01  1.2084288328e-02  8.0486118601e+00  6.1099366471e+01  1.6654129248e+01  1.1711446577e-02  -8.9487173405e-01
3.8000000000e+02  5.9500000000e+01  1.6281658987e+01  1.0814390492e+01  2.2410861019e+00  1.2056259785e-02  5.3017828535e-02  1.3400911543e+01  -7.6406486483e-01  5.8708489996e+01  1.6301428892e+01  1.2008546341e-02  7.9026252401e+00  6.1387070645e+01  1.6649060493e+01  1.1684043671e-02  5.4186461429e+00
3.8200000000e+02  5.9500000000e+01  1.6299438347e+01  1.0817430387e+01  2.2344271199e+00  1.2005539320e-02  3.6830426351e-02  1.1086000401e+01  -7.6925477421e-01  5.8941720518e+01  1.6320359171e+01  1.1960715146e-02  7.9475008512e+00  6.1636050505e+01  1.6669217882e+01  1.1641814786e-02  5.4436859771e-01
3.8400000000e+02  5.9500000000e+01  1.6321986263e+01  1.0821192299e+01  2.2283801101e+00  1.1962980714e-02  2.4807430371e-02  9.1044050047e+00  -7.7393868443e-01  5.9267202125e+01  1.6332835348e+01  1.1940616996e-02  8.0815798195e+00  6.1897986934e+01  1.6707204093e+01  1.1593960642e-02  -2.9906882835e+00
3.8600000000e+02  6.0500000000e+01  1.6336743171e+01  1.0797747035e+01  2.2705647008e+00  1.1979897934e-02  6.9317317373e-02  1.5451263687e+01  -7.6034880366e-01  5.9567957702e+01  1.6347274657e+01  1.1933320296e-02  8.0329481213e+00  6.2206477069e+01  1.6726286336e+01  1.1606286339e-02  1.2416659947e+00
3.8800000000e+02  6.0500000000e+01  1.6349433790e+01  1.0779810560e+01  2.2676040952e+00  1.2045509356e-02  4.8331539677e-02  1.2837024983e+01  -7.6610592580e-01  5.9758812322e+01  1.6369629393e+01  1.1967781669e-02  7.9393164166e+00  6.2546255470e+01  1.6739235594e+01  1.1713819144e-02  5.2234398490e+00
3.9000000000e+02  6.0500000000e+01  1.6368959728e+01  1.0762650628e+01  2.2696541841e+00  1.1958370265e-02  3.2733649521e-02  1.0498671422e+01  -7.7135737173e-01  6.0027374012e+01  1.6387229536e+01  1.1978143258e-02  8.0297477937e+00  6.2063919659e+01  1.6507105397e+01  9.4062027451e-03  -4.1814168595e+00
3.9200000000e+02  5.9500000000e+01  1.6303339122e+01  9.2775403553e+00  2.3882845100e+00  6.4433510849e-02  -4.3135532350e-02  1.4773079748e+00  -7.4892882550e-01  5.9320191595e+01  1.6313278385e+01  8.4160822459e-02  6.1677758569e+00  6.3485942662e+01  2.0993511734e+01  1.7272815424e-01  3.2403418851e+02
