#   time = 90.140000,       r = 14.000000
#      theta         phi            Weyl4_Re            Weyl4_Im
   1.0471976   2.3561945   -1.1392176417e-04   -2.7483327870e-04
   1.0471976   2.6179939   -1.7435459210e-05   -3.4913654414e-04
   1.0471976   2.8797933    7.8204627933e-05   -3.1281770047e-04
   1.0471976   3.1415927    3.4407320243e-04   -1.6521396786e-04
   1.0471976   3.4033920    4.9901483047e-04    2.4871373342e-04
   1.0471976   3.6651914    6.2366067522e-05    6.6407677781e-04
   1.0471976   3.9269908   -5.0204608387e-04    6.7016855779e-04
   1.0471976   4.1887902   -8.2035628259e-04    3.3160338568e-04
   1.0471976   4.4505896   -7.7583207253e-04    8.9664382943e-06
   1.0471976   4.7123890   -5.3433913387e-04   -1.4026997616e-04
   1.0471976   4.9741884   -4.3622476197e-04   -2.2252464337e-04
   1.0471976   5.2359878   -2.6680271238e-04   -2.3255558495e-04
   1.0471976   5.4977871   -1.2394118967e-04   -2.7540577368e-04
   1.0471976   5.7595865   -2.8316470177e-05   -3.5121138231e-04
   1.0471976   6.0213859    7.8676619203e-05   -3.1364379577e-04
   1.1344640   0.0000000    2.5444118263e-04   -8.8984581059e-05
   1.1344640   0.2617994    3.3851729680e-04    1.5632003406e-04
   1.1344640   0.5235988    1.3558942325e-05    4.5855746741e-04
   1.1344640   0.7853982   -5.4369206330e-04    5.7680036478e-04
   1.1344640   1.0471976   -7.9989138118e-04    2.9262245133e-04
   1.1344640   1.3089969   -6.9467637908e-04    2.3333554921e-05
   1.1344640   1.5707963   -5.9688532904e-04   -1.4528477830e-04
   1.1344640   1.8325957   -4.3641086267e-04   -2.0055545222e-04
   1.1344640   2.0943951   -1.9710254869e-04   -2.2061343849e-04
   1.1344640   2.3561945   -1.1367640392e-04   -2.0793491594e-04
   1.1344640   2.6179939   -5.4602598360e-05   -2.2502856277e-04
   1.1344640   2.8797933    4.2320798421e-05   -2.9267424147e-04
   1.1344640   3.1415927    2.6493801082e-04   -8.8378721285e-05
   1.1344640   3.4033920    3.3841986296e-04    1.5579808436e-04
   1.1344640   3.6651914    1.2841812012e-05    4.5914296938e-04
   1.1344640   3.9269908   -5.4583489186e-04    5.7633307253e-04
   1.1344640   4.1887902   -7.9874948392e-04    2.9304832308e-04
   1.1344640   4.4505896   -6.9200812169e-04    2.2460799441e-05
   1.1344640   4.7123890   -5.9734735340e-04   -1.4507465215e-04
   1.1344640   4.9741884   -4.3590312932e-04   -2.0032594802e-04
   1.1344640   5.2359878   -1.9089144833e-04   -2.1867193966e-04
   1.1344640   5.4977871   -1.1956770963e-04   -2.0519578357e-04
   1.1344640   5.7595865   -5.0565213524e-05   -2.2701428377e-04
   1.1344640   6.0213859    4.2903012181e-05   -2.9266578697e-04
   1.2217305   0.0000000    4.3576159945e-05   -7.8650295791e-06
   1.2217305   0.2617994    3.0609305975e-04    1.3610466464e-04
   1.2217305   0.5235988   -2.6141624843e-05    4.0033532310e-04
   1.2217305   0.7853982   -5.0821540082e-04    4.5486658865e-04
   1.2217305   1.0471976   -6.9828758335e-04    2.4756062644e-04
   1.2217305   1.3089969   -7.7029010190e-04    1.2657828371e-04
   1.2217305   1.5707963   -5.2004895812e-04   -6.9156733135e-05
   1.2217305   1.8325957   -3.4229483476e-04   -2.1173676259e-04
   1.2217305   2.0943951   -1.6988463033e-04   -1.9250695023e-04
   1.2217305   2.3561945   -1.6771281394e-04   -1.9971118421e-04
   1.2217305   2.6179939   -1.3507855319e-04   -2.0099319529e-04
   1.2217305   2.8797933    1.6709338759e-04   -1.2403693557e-04
   1.2217305   3.1415927    8.3986799032e-05   -9.8744937978e-06
   1.2217305   3.4033920    3.0406347966e-04    1.3605084906e-04
   1.2217305   3.6651914   -2.3334152840e-05    4.0101427838e-04
   1.2217305   3.9269908   -5.0270350011e-04    4.5173986220e-04
   1.2217305   4.1887902   -6.9921225634e-04    2.4821269730e-04
   1.2217305   4.4505896   -7.6913127082e-04    1.2690895510e-04
   1.2217305   4.7123890   -5.1941475429e-04   -6.9468548604e-05
   1.2217305   4.9741884   -3.4252028203e-04   -2.1181048162e-04
   1.2217305   5.2359878   -1.6738562262e-04   -1.9207895368e-04
   1.2217305   5.4977871   -1.6408451398e-04   -1.9908858651e-04
   1.2217305   5.7595865   -1.3718252935e-04   -2.0041067235e-04
   1.2217305   6.0213859    1.6761924181e-04   -1.2360554056e-04
   1.3089969   0.0000000    1.9015978335e-04   -1.0240877819e-04
   1.3089969   0.2617994    2.1035421928e-04    5.2410154953e-05
   1.3089969   0.5235988    5.8559191554e-06    3.4605102999e-04
   1.3089969   0.7853982   -5.4386246620e-04    3.2180455106e-04
   1.3089969   1.0471976   -7.5061085418e-04    1.9542679726e-04
   1.3089969   1.3089969   -6.3931359916e-04    4.6336252244e-05
   1.3089969   1.5707963   -4.0083177530e-04   -7.1486676309e-05
   1.3089969   1.8325957   -3.1797873474e-04   -1.6565075134e-04
   1.3089969   2.0943951   -2.0032769489e-04   -9.6977405620e-05
   1.3089969   2.3561945   -1.6263311330e-04   -1.3661958447e-04
   1.3089969   2.6179939   -9.6622795692e-06   -1.3150322481e-04
   1.3089969   2.8797933    6.9500572135e-05    5.7468101603e-05
   1.3089969   3.1415927    1.8198599252e-04   -9.4043667121e-05
   1.3089969   3.4033920    1.9255735387e-04    4.9447288964e-05
   1.3089969   3.6651914    5.6575236265e-06    3.4555180647e-04
   1.3089969   3.9269908   -5.3841388002e-04    3.2195635418e-04
   1.3089969   4.1887902   -7.4684734235e-04    1.9464691391e-04
   1.3089969   4.4505896   -6.3923987681e-04    4.5746418041e-05
   1.3089969   4.7123890   -3.9929528102e-04   -7.1444416051e-05
   1.3089969   4.9741884   -3.1792070374e-04   -1.6562221275e-04
   1.3089969   5.2359878   -2.0062647311e-04   -9.7214079051e-05
   1.3089969   5.4977871   -1.5545643418e-04   -1.3901536702e-04
   1.3089969   5.7595865   -6.6199692158e-06   -1.3155189442e-04
   1.3089969   6.0213859    6.8766659448e-05    5.7689935287e-05
   1.3962634   0.0000000    1.9615502628e-04   -6.1473675769e-05
   1.3962634   0.2617994    2.6170962089e-04    2.7233226325e-05
   1.3962634   0.5235988    3.2103564325e-05    2.7664100883e-04
   1.3962634   0.7853982   -4.6009237369e-04    1.6266845470e-04
   1.3962634   1.0471976   -6.1838942505e-04    7.5042237239e-05
   1.3962634   1.3089969   -9.0581526516e-04    2.3122550888e-05
   1.3962634   1.5707963   -4.6201837172e-04   -8.2242000304e-05
   1.3962634   1.8325957   -3.4119214436e-04   -6.7900047987e-05
   1.3962634   2.0943951   -3.5008907753e-04   -5.7279810495e-05
   1.3962634   2.3561945   -3.3903233909e-05   -1.2204373833e-04
   1.3962634   2.6179939   -1.7267410651e-04   -1.5384343530e-04
   1.3962634   2.8797933    1.6567685789e-04    3.2015889305e-06
   1.3962634   3.1415927    2.0092872673e-04   -6.3540631290e-05
   1.3962634   3.4033920    2.6194753342e-04    2.7230138878e-05
   1.3962634   3.6651914    3.1459863539e-05    2.7680154189e-04
   1.3962634   3.9269908   -4.5894539736e-04    1.6202230165e-04
   1.3962634   4.1887902   -6.1265346650e-04    7.4214477676e-05
   1.3962634   4.4505896   -9.0547973130e-04    2.3065862325e-05
