# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)  Re(R=22)  Im(R=22)
4.2000000000000199e+01  6.3947062618689533e-05  1.5385671772259103e-12  4.4304241143580111e-04  3.0602380038332926e-14  3.9612543870666132e-04  7.3006367464990138e-12  -2.5254455165357715e-04  1.0324883167056858e-11
4.3000000000000000e+01  -7.3256984819384819e-05  -3.1481896303722096e-12  3.6032786540762319e-04  1.3680086662607559e-11  4.1437601241818778e-04  -1.4297475388924880e-11  -1.4808391984525500e-04  -1.7580359100486378e-13
4.3999999999999801e+01  -1.1911814767605330e-04  -1.6581813830057950e-12  3.7055536481218107e-04  -2.1726133529592922e-12  5.2853078596296272e-04  1.1123382551338532e-11  4.8312944553193779e-05  -2.1202239338240558e-11
4.4999999999999602e+01  -1.9192797333183431e-04  2.5100917721546522e-12  2.8410802290048905e-04  -1.2380534171377940e-11  6.4284373979177226e-04  4.2786238065068846e-12  2.6347154067605556e-04  2.6498409417530444e-11
4.5999999999999403e+01  -3.1239592814860288e-04  5.5996348273527121e-12  -6.2078552997553103e-06  -3.1127389688931111e-12  6.3946368748803888e-04  -7.1190517954521601e-12  3.8927884762717267e-04  -3.7649584700360731e-11
4.6999999999999197e+01  -3.7937136858768119e-04  -1.2082615719677728e-12  -1.0980518745150702e-04  1.5715081798861847e-14  1.9667796841805864e-04  1.2785468163940072e-11  4.7330114998506107e-04  4.1029093630799792e-12
4.7999999999998998e+01  -4.1273229350339327e-04  1.3231908785916403e-11  -1.2600335087994618e-04  -9.6762040000642279e-12  2.4962181990120178e-04  -1.3320589310140937e-11  6.9912377438801059e-04  7.1743055982772939e-11
4.8999999999998799e+01  -3.3135150227388971e-04  5.8928531332641515e-12  -1.0481562651697771e-04  4.3051676433969174e-12  1.7733072132185618e-04  6.4251224440891293e-11  5.4864499583719855e-04  -7.4019800074533168e-11
4.9999999999998600e+01  -1.6014340545285276e-04  -1.4860857555120248e-14  -5.9925346686076839e-05  -1.9264302057825103e-11  -7.3804216372536275e-05  -3.4904555400333163e-11  5.5812642533779411e-04  -7.8784835095772358e-12
5.0999999999998401e+01  -3.7958714942282369e-04  -1.9775835450036984e-14  -2.0871325469835501e-04  -2.1067003485886842e-14  -1.2204158666448961e-05  4.1388735652771492e-11  3.5970076316914302e-04  2.1000011806921943e-11
