# time  Re_m-2(R=10)  Im_m-2(R=10)  Re_m-1(R=10)  Im_m-1(R=10)  Re_m0(R=10)  Im_m0(R=10)  Re_m1(R=10)  Im_m1(R=10)  Re_m2(R=10)  Im_m2(R=10)  Re_m-2(R=14)  Im_m-2(R=14)  Re_m-1(R=14)  Im_m-1(R=14)  Re_m0(R=14)  Im_m0(R=14)  Re_m1(R=14)  Im_m1(R=14)  Re_m2(R=14)  Im_m2(R=14)  Re_m-2(R=18)  Im_m-2(R=18)  Re_m-1(R=18)  Im_m-1(R=18)  Re_m0(R=18)  Im_m0(R=18)  Re_m1(R=18)  Im_m1(R=18)  Re_m2(R=18)  Im_m2(R=18)  Re_m-2(R=22)  Im_m-2(R=22)  Re_m-1(R=22)  Im_m-1(R=22)  Re_m0(R=22)  Im_m0(R=22)  Re_m1(R=22)  Im_m1(R=22)  Re_m2(R=22)  Im_m2(R=22)
3.6000000000001400e+01  -7.1784604785381160e-12  -4.7536525819841517e-08  -1.3473398276133903e-07  -1.8129108973531077e-07  4.4453145600843529e-04  -5.8694913226867226e-14  -4.0206363641749221e-08  8.6763568085983310e-08  4.6087833742147063e-12  4.7539121883400587e-08  6.5519889030447442e-13  3.1366012880828974e-08  2.1607945325279250e-08  4.1874722101674738e-08  1.4930850444265305e-04  -3.7460270116561904e-13  2.1604839118421951e-08  -4.1877320181784303e-08  -7.7609786701831029e-13  -3.1367946762861175e-08  -4.4554890080993166e-12  5.2228939982181092e-08  6.9821656056466913e-09  4.4490817921091727e-08  -4.9700146501753572e-04  5.6244789869741636e-12  6.9863411283174629e-09  -4.4490670071189637e-08  9.2103775770496182e-13  -5.2229086462233600e-08  7.2769103612351206e-12  4.6422017488237354e-08  -2.5538904684240326e-08  1.7177486683534358e-08  -1.3231927637712306e-04  -4.1167235699750917e-12  -2.5525618970911559e-08  -1.7176998852957038e-08  4.3806465292130315e-12  -4.6419537528964680e-08
3.7000000000001201e+01  -3.5602157850802474e-12  -2.5576301987127598e-09  -6.3725145787519691e-08  -6.6054131268486762e-08  4.5453855783133092e-04  8.7983379646822522e-13  -9.4073955038604203e-09  1.1732946706896633e-08  4.2540583605164940e-12  2.5564480861583389e-09  4.6779798547412770e-12  9.9232611197892219e-08  2.2215497795386321e-08  9.1747064838172031e-08  2.8644282104637177e-04  3.2893458896573306e-12  2.2216391932060134e-08  -9.1746756336267245e-08  5.8060953225420419e-12  -9.9226614064669161e-08  5.9398489451295696e-12  3.6354834763099914e-08  1.5197252942590665e-09  2.7997303383630929e-08  -3.7809090822111792e-04  -4.3268165066905667e-12  1.5122097763015547e-09  -2.7998648645232074e-08  -4.9411762092453355e-12  -3.6356168897794506e-08  4.9497822869826511e-13  3.4716318714192353e-08  1.9974301597301195e-08  4.9472314062241479e-08  -3.1833053248935575e-04  6.3362084191152356e-12  1.9966937114300352e-08  -4.9479822279798640e-08  3.9625385673070549e-12  -3.4730853460418825e-08
3.8000000000001002e+01  3.1243804800268145e-12  -4.5856958715451175e-08  1.8313003248401482e-08  -2.6461611950384212e-08  3.9724304885123434e-04  9.2931594657985819e-14  7.7381076011535074e-08  -3.2610119506327252e-08  -7.8820809939201270e-13  4.5858927994276404e-08  3.7619936362610041e-12  -8.0048781390880775e-08  -3.0608851768217321e-08  -9.0837254597225265e-08  3.6131807667704493e-04  9.0954920058412991e-13  -3.0606776223039821e-08  9.0837504122331949e-08  2.3095816558660508e-12  8.0044666628291366e-08  3.7573068012019892e-12  2.9789469830769951e-08  -1.2045520707515427e-09  1.7655117374539701e-08  -2.5119158666683247e-04  -1.2824395039488153e-12  -1.2009421657624995e-09  -1.7648512499845449e-08  1.7975561911669616e-12  -2.9778146470368858e-08  -5.0060727437566656e-12  -8.8643350398002168e-08  2.9498892194035611e-08  -4.4080403699134392e-08  -4.0971581331127993e-04  -5.6109855747512367e-12  2.9501500865037355e-08  4.4081559376417020e-08  -1.0843541130700872e-11  8.8652757755411337e-08
3.9000000000000803e+01  8.8210669760234225e-13  -1.7802681103313166e-08  -2.1219787857517114e-07  -2.2989356976906039e-07  3.2814321186963076e-04  -5.8895249202880381e-13  -9.8872299276750691e-08  1.1656900937129170e-07  -4.5283191258641858e-12  1.7804966282505177e-08  3.0313840292502138e-12  -3.0678193096068853e-07  5.3124934057103272e-10  -2.2275806544268058e-07  5.1687374638105402e-04  4.1358828334015139e-13  5.3068093652422834e-10  2.2275808141236792e-07  -8.6474761819032552e-12  3.0678345279364893e-07  -2.0353270119421057e-12  -5.2833026191705965e-08  -2.8987357319252009e-09  -3.9160603334339368e-08  -6.2305987396554433e-05  8.1080648126736276e-13  -2.8989230794267450e-09  3.9147519203022233e-08  -1.0213758687241655e-11  5.2834742925930215e-08  1.3739027941423656e-11  1.2645408642003169e-08  -8.0834342237599096e-10  2.2173893897917241e-09  -4.2461255171054188e-04  8.2688455798632639e-12  -8.1832545810205099e-10  -2.2133115714774507e-09  5.3303728297938691e-12  -1.2650311260815006e-08
4.0000000000000597e+01  8.0244906551102643e-13  9.7093726373935064e-08  -2.1873140631731307e-07  -1.2350091431171151e-07  2.6054266483002681e-04  6.4095346932618642e-13  -1.1643009796508849e-07  2.1202212473386691e-08  -3.7625009329690179e-12  -9.7096335755984577e-08  3.2864091150258835e-12  2.8757554087229222e-07  3.6677995560983887e-08  2.4536673467408570e-07  5.2016224786711140e-04  1.8243865670195259e-12  3.6668843986924073e-08  -2.4537231885393158e-07  1.0660412246569831e-12  -2.8758820858823660e-07  -4.3243845854586039e-12  1.2103693911331961e-07  -2.1029203308221116e-08  6.1089003979330517e-08  1.0125841330278171e-04  7.3856100018396485e-12  -2.1031337571487177e-08  -6.1081504149809216e-08  7.5569963274283015e-12  -1.2103859774134290e-07  -1.0490794443427779e-11  2.5282104024068515e-08  -1.6114910735166328e-08  6.2206996059541363e-09  -4.4672936056083372e-04  -8.7099504004616559e-12  -1.6124879464967349e-08  -6.2075956027284182e-09  -5.0045944436523637e-12  -2.5276355839853405e-08
4.1000000000000398e+01  3.4984471877398035e-12  -2.1269393007177393e-08  1.5803142048267014e-07  1.3720636951967251e-07  1.5779460079472300e-04  -1.0558799415888936e-12  1.6348406212124281e-07  -1.4266590140461414e-07  -3.0166260357865377e-13  2.1268502921604467e-08  -5.0856000978030141e-12  -7.2767877317421505e-08  1.4050912318316073e-08  -4.0971366974686901e-08  5.0130792058726635e-04  1.8032933913653500e-12  1.4059370482889128e-08  4.0969304352393022e-08  1.1242973184195191e-11  7.2771955216161968e-08  -8.0030828992648989e-12  4.3820368728255862e-08  -7.1683353791110155e-09  1.9611887251053985e-08  2.9335565509719982e-04  -7.4226941511635633e-12  -7.1518585619277870e-09  -1.9618825562540341e-08  -1.0459513308137144e-11  -4.3816519729914215e-08  1.3454001802810594e-11  5.7998899857846302e-08  -1.8483262434922042e-08  2.5684311871992646e-08  -3.7745542256654172e-04  3.5527243093319955e-12  -1.8474928830409947e-08  -2.5672711148838477e-08  -1.8815219340240127e-12  -5.7984018166140421e-08
4.2000000000000199e+01  6.5017952609717351e-12  8.0228742528529144e-08  -5.4651884061015312e-07  -4.6666446038249578e-07  6.3947062618689533e-05  1.5385671772259103e-12  -5.9284916378739547e-07  5.1299327751511638e-07  -2.4889744756738281e-12  -8.0229136979871709e-08  -5.9821845698515892e-12  2.2682737906706297e-08  8.3974628288306904e-08  1.0392749445970576e-07  4.4304241143580111e-04  3.0602380038332926e-14  8.3956532523533209e-08  -1.0392242221199495e-07  -7.7497578327376549e-12  -2.2677770737662672e-08  1.5593934575212529e-11  -3.1011237666941631e-08  -1.3750903072075727e-08  -3.0550655616173753e-08  3.9612543870666132e-04  7.3006367464990138e-12  -1.3759859201019767e-08  3.0557418376218387e-08  1.5092052315146522e-11  3.1005059986549399e-08  -3.4445959179489057e-11  1.2689516157324437e-07  -3.1166156169286462e-08  4.4922163008989633e-08  -2.5254455165357715e-04  1.0324883167056858e-11  -3.1145450255626996e-08  -4.4929198383922754e-08  4.1261114237381268e-12  -1.2689331172843442e-07
4.3000000000000000e+01  -4.3041937141464984e-13  -4.7903615521013880e-08  5.0439994912349536e-08  2.7411321683042160e-09  -7.3256984819384819e-05  -3.1481896303722096e-12  -8.8287375484429140e-08  1.3598693547988203e-07  2.9650187993218124e-12  4.7893758804107780e-08  -8.7297733553844048e-12  1.8636962950394655e-08  -3.7241738837298368e-08  -2.3202281421572386e-08  3.6032786540762319e-04  1.3680086662607559e-11  -3.7229049601602339e-08  2.3211722059182414e-08  1.9050781483948552e-12  -1.8637280153202545e-08  -2.2654584075251464e-11  8.6252636479123156e-08  3.4763507162890078e-08  1.0830579522904928e-07  4.1437601241818778e-04  -1.4297475388924880e-11  3.4777830867236974e-08  -1.0830737113946492e-07  -8.7718743744095849e-12  -8.6260616865684987e-08  2.8453673452106963e-11  5.0789405048542987e-08  2.3714382870057340e-08  5.0845645347476553e-08  -1.4808391984525500e-04  -1.7580359100486378e-13  2.3694724191006994e-08  -5.0843754936132551e-08  -5.5586051356926397e-12  -5.0835853838968276e-08
4.3999999999999801e+01  -1.0270486983017445e-11  4.5423173736121548e-08  5.3427818127960373e-07  5.8050958317588239e-07  -1.1911814767605330e-04  -1.6581813830057950e-12  7.0689585033978720e-07  -7.5312229601315943e-07  -1.4156121161778714e-11  -4.5422922735655649e-08  2.0268998022694920e-11  2.3980946414513972e-07  1.1916528338923161e-07  2.9524715544361662e-07  3.7055536481218107e-04  -2.1726133529592922e-12  1.1917667203489553e-07  -2.9524443827477314e-07  -8.7223115660550328e-12  -2.3980560153554246e-07  1.0099789666955748e-11  -1.6385624105804207e-07  -4.4958456037775960e-08  -1.5490526175126790e-07  5.2853078596296272e-04  1.1123382551338532e-11  -4.4956050006916453e-08  1.5490167272623741e-07  -5.4792562721421852e-12  1.6384247309189046e-07  6.1096860399604727e-12  -3.3962916037109615e-07  8.6233767124589909e-09  -2.2103219937523938e-07  4.8312944553193779e-05  -2.1202239338240558e-11  8.6507967184952115e-09  2.2101801426892084e-07  -3.0306236126365578e-12  3.3966484527841609e-07
4.4999999999999602e+01  1.1447140264228497e-11  1.1111288184614595e-07  -5.5654177150014405e-07  -4.4715662846614149e-07  -1.9192797333183431e-04  2.5100917721546522e-12  -3.5945689985090399e-07  2.5006458250912874e-07  1.3124874422842598e-11  -1.1110502822762521e-07  1.0199087470347143e-11  -7.3082310135535970e-08  1.4336555811660880e-09  -5.1225038003502696e-08  2.8410802290048905e-04  -1.2380534171377940e-11  1.4155928159950378e-09  5.1191169884213461e-08  -1.0517321513780417e-11  7.3087763263606830e-08  7.1035483115874127e-11  -2.2248591086155627e-08  -6.7787025403847821e-08  -1.0634308110836370e-07  6.4284373979177226e-04  4.2786238065068846e-12  -6.7779701489975687e-08  1.0633174490205465e-07  1.7694218197752167e-11  2.2292595002795599e-08  -1.9220861765522665e-11  6.2798838873950662e-08  2.3284394440488931e-08  9.2346476345497928e-08  2.6347154067605556e-04  2.6498409417530444e-11  2.3255000821558242e-08  -9.2390257669928524e-08  3.2075707369455630e-11  -6.2777156528599980e-08
4.5999999999999403e+01  -6.4559928384050069e-12  -1.2811653682491087e-07  -2.3542452916365597e-08  -1.5070359237705418e-07  -3.1239592814860288e-04  5.5996348273527121e-12  -5.9795401184455333e-08  1.8694817799219308e-07  -1.1187300200198342e-12  1.2811807580688657e-07  -2.1177376763844513e-11  1.0362959864354684e-07  -1.5348744094474659e-08  5.3549751354640132e-08  -6.2078552997553103e-06  -3.1127389688931111e-12  -1.5337778587439415e-08  -5.3559324999295703e-08  -2.1202823439033390e-11  -1.0364864715550395e-07  -8.2560434769927722e-11  -1.5684214795393835e-07  9.0388165057488674e-08  2.7362385632285515e-08  6.3946368748803888e-04  -7.1190517954521601e-12  9.0373158479193182e-08  -2.7332247546160431e-08  2.7808927440225027e-12  1.5682251713306175e-07  2.4245775508601381e-11  5.0657485044965451e-07  4.0130756862020102e-08  3.7841299856099811e-07  3.8927884762717267e-04  -3.7649584700360731e-11  4.0195791546225661e-08  -3.7847201882775838e-07  -1.1819914878618441e-11  -5.0655671381790776e-07
4.6999999999999197e+01  2.0219635998483893e-11  6.4300781854562878e-07  6.7176486650325912e-07  1.3094635685601076e-06  -3.7937136858768119e-04  -1.2082615719677728e-12  6.6324798824677381e-07  -1.3009273761933525e-06  -5.8040412771904053e-12  -6.4301957474107726e-07  4.2054403515657946e-11  -1.8086188278838099e-08  -9.9571541396095783e-08  -1.0953683923091236e-07  -1.0980518745150702e-04  1.5715081798861847e-14  -9.9563611965690334e-08  1.0955950826993869e-07  -1.1537910976227917e-12  1.8071589824032141e-08  2.7433077730006774e-11  -7.0837395638023768e-07  -1.3078252851115942e-07  -6.9768921308856518e-07  1.9667796841805864e-04  1.2785468163940072e-11  -1.3077662810112775e-07  6.9759727963071860e-07  -2.3837069203536853e-11  7.0839827833778760e-07  -8.5426257416922461e-11  4.5452924497380322e-07  -9.2678994044197964e-08  1.4536476915071928e-07  4.7330114998506107e-04  4.1029093630799792e-12  -9.2774918421779542e-08  -1.4525257486891914e-07  -1.3134004933271911e-11  -4.5463284276532474e-07
4.7999999999998998e+01  -1.7404032704264278e-11  -1.0775383312046087e-06  5.9169855972222947e-07  -4.7461879755873742e-07  -4.1273229350339327e-04  1.3231908785916403e-11  -2.6180163863963141e-07  1.3281054587260899e-06  1.8434474078758250e-11  1.0775433871166502e-06  -8.1698004601916740e-13  -4.0880055670687617e-07  1.4155209101655953e-08  -3.2159129908876086e-07  -1.2600335087994618e-04  -9.6762040000642279e-12  1.4152354996673338e-08  3.2157078146092268e-07  1.2494903247462572e-11  4.0878691750268714e-07  2.5667894816606755e-12  1.9163706798090705e-07  1.9879611987871532e-08  4.5336800252306293e-08  2.4962181990120178e-04  -1.3320589310140937e-11  1.9844075407698973e-08  -4.5244528344114673e-08  6.1358877510924209e-11  -1.9165086205944758e-07  3.4016683378569115e-11  8.8579123228931291e-07  -4.6105530792120501e-08  5.7637584473847471e-07  6.9912377438801059e-04  7.1743055982772939e-11  -4.6066571150572577e-08  -5.7643968777399464e-07  -5.9056424837398844e-11  -8.8565765761434535e-07
4.8999999999998799e+01  1.7729582945249579e-11  -9.2325268516093437e-07  -1.2028791622810286e-06  -2.1189478160092017e-06  -3.3135150227388971e-04  5.8928531332641515e-12  -3.9356559265975941e-07  1.3096454149399979e-06  1.1411279493159723e-11  9.2325853952972759e-07  -2.9920934967989482e-11  9.2769757823622659e-09  2.6072224708647790e-07  2.6412606309185271e-07  -1.0481562651697771e-04  4.3051676433969174e-12  2.6073244205106677e-07  -2.6410477173165868e-07  -1.0687976891145139e-11  -9.2499732974013441e-09  8.4331705270923044e-11  2.1796722794914675e-07  -5.6021915874388074e-08  1.6004293323368723e-07  1.7733072132185618e-04  6.4251224440891293e-11  -5.6036391912705061e-08  -1.6012755768546358e-07  1.7412792047111785e-12  -2.1793293428504347e-07  5.9511243114879435e-11  -2.2962908632928188e-06  -1.7225065759348229e-07  -1.6391258255795894e-06  5.4864499583719855e-04  -7.4019800074533168e-11  -1.7218746405177623e-07  1.6391576701525622e-06  -7.5791380366779909e-12  2.2962736777413563e-06
4.9999999999998600e+01  -2.3534451588638315e-11  8.1866870602571714e-08  -1.5279221646284392e-07  -6.8919616770874939e-08  -1.6014340545285276e-04  -1.4860857555120248e-14  -6.0121205101214989e-07  5.1732843085558270e-07  -2.3646894381335969e-11  -8.1884080841148827e-08  -6.6556326108081597e-13  -8.6751157558865922e-07  -2.3186959242721335e-07  -9.3270905549877567e-07  -5.9925346686076839e-05  -1.9264302057825103e-11  -2.3191587277757385e-07  9.3274331412265331e-07  3.5398521026067848e-11  8.6750550085343779e-07  -1.9998943126721045e-11  -1.4388253494659167e-06  -2.3804765250163911e-07  -1.5101302302923425e-06  -7.3804216372536275e-05  -3.4904555400333163e-11  -2.3803455319208570e-07  1.5102091117988127e-06  3.3512282541378933e-11  1.4386831127967319e-06  -6.9727351342589327e-11  1.0118601182456414e-06  1.7358030176719957e-07  7.5979369481044622e-07  5.5812642533779411e-04  -7.8784835095772358e-12  1.7332192554014009e-07  -7.5989769149710311e-07  3.2493205130803800e-11  -1.0118334399736877e-06
